Time,Vehicle X,Vehicle Y,Curvature
1.73079e+09,0,0,0.381239
1.73079e+09,0,0,0.381239
1.73079e+09,0,0,0.338444
1.73079e+09,0,0,0.338444
1.73079e+09,0,0,0.338444
1.73079e+09,0,0,0.277423
1.73079e+09,0,0,0.277423
1.73079e+09,0,0,0.277423
1.73079e+09,0,0,0.272706
1.73079e+09,0,0,0.272706
1.73079e+09,0,0,0.272706
1.73079e+09,0,0,0.272706
1.73079e+09,0,0,0.137416
1.73079e+09,0,0,0.137416
1.73079e+09,0,0,0.137416
1.73079e+09,0,0,0.312634
1.73079e+09,0,0,0.312634
1.73079e+09,0,0,0.312634
1.73079e+09,0,0,0.051064
1.73079e+09,0,0,0.051064
1.73079e+09,0,0,0.051064
1.73079e+09,0,0,0.0739745
1.73079e+09,0,0,0.0739745
1.73079e+09,0,0,0.0739745
1.73079e+09,0,0,0.0739745
1.73079e+09,0,0,0.386895
1.73079e+09,0,0,0.386895
1.73079e+09,0,0,0.386895
1.73079e+09,0,0,0.0428218
1.73079e+09,0,0,0.0428218
1.73079e+09,0,0,0.0428218
1.73079e+09,0,0,0.770482
1.73079e+09,0,0,0.770482
1.73079e+09,0,0,0.770482
1.73079e+09,0,0,0.770482
1.73079e+09,0,0,0.163981
1.73079e+09,0,0,0.163981
1.73079e+09,0,0,0.163981
1.73079e+09,0,0,0.483611
1.73079e+09,0,0,0.483611
1.73079e+09,0,0,0.483611
1.73079e+09,0,0,0.161317
1.73079e+09,0,0,0.161317
1.73079e+09,0,0,0.161317
1.73079e+09,0,0,0.161317
1.73079e+09,0,0,0.146381
1.73079e+09,0,0,0.146381
1.73079e+09,0,0,0.146381
1.73079e+09,0,0,0.364604
1.73079e+09,0,0,0.364604
1.73079e+09,0,0,0.364604
1.73079e+09,0,0,0.229078
1.73079e+09,0,0,0.229078
1.73079e+09,0,0,0.229078
1.73079e+09,0,0,0.281294
1.73079e+09,0,0,0.281294
1.73079e+09,0,0,0.281294
1.73079e+09,0,0,0.281294
1.73079e+09,0,0,0.189558
1.73079e+09,0,0,0.189558
1.73079e+09,0,0,0.189558
1.73079e+09,0,0,0.238846
1.73079e+09,0,0,0.238846
1.73079e+09,0,0,0.238846
1.73079e+09,0,0,0.311828
1.73079e+09,0,0,0.311828
1.73079e+09,0,0,0.311828
1.73079e+09,0,0,0.311828
1.73079e+09,0,0,0.406176
1.73079e+09,0,0,0.406176
1.73079e+09,0,0,0.406176
1.73079e+09,0,0,0.0485069
1.73079e+09,0,0,0.0485069
1.73079e+09,0,0,0.0485069
1.73079e+09,0,0,0.232999
1.73079e+09,0,0,0.232999
1.73079e+09,0,0,0.232999
1.73079e+09,0,0,0.232999
1.73079e+09,0,0,0.0301996
1.73079e+09,0,0,0.0301996
1.73079e+09,0,0,0.0301996
1.73079e+09,0,0,0.061492
1.73079e+09,0,0,0.061492
1.73079e+09,0,0,0.061492
1.73079e+09,0,0,0.280408
1.73079e+09,0,0,0.280408
1.73079e+09,0,0,0.280408
1.73079e+09,0,0,0.220858
1.73079e+09,0,0,0.220858
1.73079e+09,0,0,0.220858
1.73079e+09,0,0,0.220858
1.73079e+09,0,0,0.314473
1.73079e+09,0,0,0.314473
1.73079e+09,0,0,0.314473
1.73079e+09,0,0,0.12598
1.73079e+09,0,0,0.12598
1.73079e+09,0,0,0.12598
1.73079e+09,0,0,0.351742
1.73079e+09,0,0,0.351742
1.73079e+09,0,0,0.351742
1.73079e+09,0,0,0.351742
1.73079e+09,0,0,0.387736
1.73079e+09,0,0,0.387736
1.73079e+09,0,0,0.387736
1.73079e+09,0,0,0.0396272
1.73079e+09,0,0,0.0396272
1.73079e+09,0,0,0.0396272
1.73079e+09,0,0,0.31163
1.73079e+09,0,0,0.31163
1.73079e+09,0,0,0.31163
1.73079e+09,0,0,0.31163
1.73079e+09,0,0,0.351135
1.73079e+09,0,0,0.351135
1.73079e+09,0,0,0.351135
1.73079e+09,0,0,0.225159
1.73079e+09,0,0,0.225159
1.73079e+09,0,0,0.225159
1.73079e+09,0,0,0.044969
1.73079e+09,0,0,0.044969
1.73079e+09,0,0,0.044969
1.73079e+09,0,0,0.0330615
1.73079e+09,0,0,0.0330615
1.73079e+09,0,0,0.0330615
1.73079e+09,0,0,0.0330615
1.73079e+09,0,0,0.0910738
1.73079e+09,0,0,0.0910738
1.73079e+09,0,0,0.0910738
1.73079e+09,0,0,0.327252
1.73079e+09,0,0,0.327252
1.73079e+09,0,0,0.327252
1.73079e+09,0,0,0.577788
1.73079e+09,0,0,0.577788
1.73079e+09,0,0,0.577788
1.73079e+09,0,0,0.577788
1.73079e+09,0,0,0.0242116
1.73079e+09,0,0,0.0242116
1.73079e+09,0,0,0.0242116
1.73079e+09,0,0,0.105248
1.73079e+09,0,0,0.105248
1.73079e+09,0,0,0.105248
1.73079e+09,0,0,0.26424
1.73079e+09,0,0,0.26424
1.73079e+09,0,0,0.26424
1.73079e+09,0,0,0.26424
1.73079e+09,0,0,0.0538359
1.73079e+09,0,0,0.0538359
1.73079e+09,0,0,0.0538359
1.73079e+09,0,0,0.19662
1.73079e+09,0,0,0.19662
1.73079e+09,0,0,0.19662
1.73079e+09,0,0,0.649987
1.73079e+09,0,0,0.649987
1.73079e+09,0,0,0.649987
1.73079e+09,0,0,0.398592
1.73079e+09,0,0,0.398592
1.73079e+09,0,0,0.398592
1.73079e+09,0,0,0.398592
1.73079e+09,0,0,0.196131
1.73079e+09,0,0,0.196131
1.73079e+09,0,0,0.196131
1.73079e+09,0,0,0.315358
1.73079e+09,0,0,0.315358
1.73079e+09,0,0,0.315358
1.73079e+09,0,0,0.110822
1.73079e+09,0,0,0.110822
1.73079e+09,0,0,0.110822
1.73079e+09,0,0,0.110822
1.73079e+09,0,0,0.205616
1.73079e+09,0,0,0.205616
1.73079e+09,0,0,0.205616
1.73079e+09,0,0,0.357747
1.73079e+09,0,0,0.357747
1.73079e+09,0,0,0.357747
1.73079e+09,0,0,0.0124388
1.73079e+09,0,0,0.0124388
1.73079e+09,0,0,0.0124388
1.73079e+09,0,0,0.0124388
1.73079e+09,0,0,0.321695
1.73079e+09,0,0,0.321695
1.73079e+09,0,0,0.321695
1.73079e+09,0,0,0.284493
1.73079e+09,0,0,0.284493
1.73079e+09,0,0,0.284493
1.73079e+09,0,0,0.108605
1.73079e+09,0,0,0.108605
1.73079e+09,0,0,0.108605
1.73079e+09,0,0,0.593575
1.73079e+09,0,0,0.593575
1.73079e+09,0,0,0.593575
1.73079e+09,0,0,0.593575
1.73079e+09,0,0,0.163969
1.73079e+09,0,0,0.163969
1.73079e+09,0,0,0.163969
1.73079e+09,0,0,0.0961591
1.73079e+09,0,0,0.0961591
1.73079e+09,0,0,0.0961591
1.73079e+09,0,0,0.198502
1.73079e+09,0,0,0.198502
1.73079e+09,0,0,0.198502
1.73079e+09,0,0,0.198502
1.73079e+09,0,0,0.338247
1.73079e+09,0,0,0.338247
1.73079e+09,0,0,0.338247
1.73079e+09,0,0,0.0802738
1.73079e+09,0,0,0.0802738
1.73079e+09,0,0,0.0802738
1.73079e+09,0,0,0.0604129
1.73079e+09,0,0,0.0604129
1.73079e+09,0,0,0.0604129
1.73079e+09,0,0,0.0604129
1.73079e+09,0,0,0.464319
1.73079e+09,0,0,0.464319
1.73079e+09,0,0,0.464319
1.73079e+09,0,0,0.236643
1.73079e+09,0,0,0.236643
1.73079e+09,0,0,0.236643
1.73079e+09,0,0,0.274645
1.73079e+09,0,0,0.274645
1.73079e+09,0,0,0.274645
1.73079e+09,0,0,0.342685
1.73079e+09,0,0,0.342685
1.73079e+09,0,0,0.342685
1.73079e+09,0,0,0.342685
1.73079e+09,0,0,0.073362
1.73079e+09,0,0,0.073362
1.73079e+09,0,0,0.073362
1.73079e+09,0,0,0.227357
1.73079e+09,0,0,0.227357
1.73079e+09,0,0,0.227357
1.73079e+09,0,0,0.0233184
1.73079e+09,0,0,0.0233184
1.73079e+09,0,0,0.0233184
1.73079e+09,0,0,0.0233184
1.73079e+09,0,0,0.0943946
1.73079e+09,0,0,0.0943946
1.73079e+09,0,0,0.0943946
1.73079e+09,0,0,0.187088
1.73079e+09,0,0,0.187088
1.73079e+09,0,0,0.187088
1.73079e+09,0,0,0.424858
1.73079e+09,0,0,0.424858
1.73079e+09,0,0,0.424858
1.73079e+09,0,0,0.424858
1.73079e+09,0,0,0.0993991
1.73079e+09,0,0,0.0993991
1.73079e+09,0,0,0.0993991
1.73079e+09,0,0,0.422812
1.73079e+09,0,0,0.422812
1.73079e+09,0,0,0.422812
1.73079e+09,0,0,0.540634
1.73079e+09,0,0,0.540634
1.73079e+09,0,0,0.540634
1.73079e+09,0,0,0.44201
1.73079e+09,0,0,0.44201
1.73079e+09,0,0,0.44201
1.73079e+09,0,0,0.44201
1.73079e+09,0,0,0.28933
1.73079e+09,0,0,0.28933
1.73079e+09,0,0,0.28933
1.73079e+09,0,0,0.00790785
1.73079e+09,0,0,0.00790785
1.73079e+09,0,0,0.00790785
1.73079e+09,0,0,0.101592
1.73079e+09,0,0,0.101592
1.73079e+09,0,0,0.101592
1.73079e+09,0,0,0.101592
1.73079e+09,0,0,0.022669
1.73079e+09,0,0,0.022669
1.73079e+09,0,0,0.022669
1.73079e+09,0,0,0.406547
1.73079e+09,0,0,0.406547
1.73079e+09,0,0,0.406547
1.73079e+09,0,0,0.235374
1.73079e+09,0,0,0.235374
1.73079e+09,0,0,0.235374
1.73079e+09,0,0,0.235374
1.73079e+09,0,0,0.154348
1.73079e+09,0,0,0.154348
1.73079e+09,0,0,0.154348
1.73079e+09,0,0,0.542744
1.73079e+09,0,0,0.542744
1.73079e+09,0,0,0.542744
1.73079e+09,0,0,0.174921
1.73079e+09,0,0,0.174921
1.73079e+09,0,0,0.174921
1.73079e+09,0,0,0.0609152
1.73079e+09,0,0,0.0609152
1.73079e+09,0,0,0.0609152
1.73079e+09,0,0,0.0609152
1.73079e+09,0,0,0.168895
1.73079e+09,0,0,0.168895
1.73079e+09,0,0,0.168895
1.73079e+09,0,0,0.599083
1.73079e+09,0,0,0.599083
1.73079e+09,0,0,0.599083
1.73079e+09,0,0,0.171238
1.73079e+09,0,0,0.171238
1.73079e+09,0,0,0.171238
1.73079e+09,0,0,0.171238
1.73079e+09,0,0,0.284706
1.73079e+09,0,0,0.284706
1.73079e+09,0,0,0.284706
1.73079e+09,0,0,0.487123
1.73079e+09,0,0,0.487123
1.73079e+09,0,0,0.487123
1.73079e+09,0,0,0.0115035
1.73079e+09,0,0,0.0115035
1.73079e+09,0,0,0.0115035
1.73079e+09,0,0,0.0115035
1.73079e+09,0,0,0.0877649
1.73079e+09,0,0,0.0877649
1.73079e+09,0,0,0.0877649
1.73079e+09,0,0,0.317428
1.73079e+09,0,0,0.317428
1.73079e+09,0,0,0.317428
1.73079e+09,0,0,0.00668124
1.73079e+09,0,0,0.00668124
1.73079e+09,0,0,0.00668124
1.73079e+09,0,0,0.232804
1.73079e+09,0,0,0.232804
1.73079e+09,0,0,0.232804
1.73079e+09,0,0,0.232804
1.73079e+09,0,0,0.174206
1.73079e+09,0,0,0.174206
1.73079e+09,0,0,0.174206
1.73079e+09,0,0,0.283123
1.73079e+09,0,0,0.283123
1.73079e+09,0,0,0.283123
1.73079e+09,0,0,0.127475
1.73079e+09,0,0,0.127475
1.73079e+09,0,0,0.127475
1.73079e+09,0,0,0.127475
1.73079e+09,0,0,0.305806
1.73079e+09,0,0,0.305806
1.73079e+09,0,0,0.305806
1.73079e+09,0,0,0.429634
1.73079e+09,0,0,0.429634
1.73079e+09,0,0,0.429634
1.73079e+09,0,0,0.316344
1.73079e+09,0,0,0.316344
1.73079e+09,0,0,0.316344
1.73079e+09,0,0,0.316344
1.73079e+09,0,0,0.206768
1.73079e+09,0,0,0.206768
1.73079e+09,0,0,0.206768
1.73079e+09,0,0,0.17638
1.73079e+09,0,0,0.17638
1.73079e+09,0,0,0.17638
1.73079e+09,0,0,0.0827379
1.73079e+09,0,0,0.0827379
1.73079e+09,0,0,0.0827379
1.73079e+09,0,0,0.257555
1.73079e+09,0,0,0.257555
1.73079e+09,0,0,0.257555
1.73079e+09,0,0,0.257555
1.73079e+09,0,0,0.0822668
1.73079e+09,0,0,0.0822668
1.73079e+09,0,0,0.0822668
1.73079e+09,0,0,0.064465
1.73079e+09,0,0,0.064465
1.73079e+09,0,0,0.064465
1.73079e+09,0,0,0.0185853
1.73079e+09,0,0,0.0185853
1.73079e+09,0,0,0.0185853
1.73079e+09,0,0,0.0185853
1.73079e+09,0,0,0.049552
1.73079e+09,0,0,0.049552
1.73079e+09,0,0,0.049552
1.73079e+09,0,0,0.339667
1.73079e+09,0,0,0.339667
1.73079e+09,0,0,0.339667
1.73079e+09,0,0,0.426749
1.73079e+09,0,0,0.426749
1.73079e+09,0,0,0.426749
1.73079e+09,0,0,0.426749
1.73079e+09,0,0,0.413427
1.73079e+09,0,0,0.413427
1.73079e+09,0,0,0.413427
1.73079e+09,0,0,0.194406
1.73079e+09,0,0,0.194406
1.73079e+09,0,0,0.194406
1.73079e+09,0,0,0.378458
1.73079e+09,0,0,0.378458
1.73079e+09,0,0,0.378458
1.73079e+09,0,0,0.277197
1.73079e+09,0,0,0.277197
1.73079e+09,0,0,0.277197
1.73079e+09,0,0,0.277197
1.73079e+09,0,0,0.16854
1.73079e+09,0,0,0.16854
1.73079e+09,0,0,0.16854
1.73079e+09,0,0,0.156457
1.73079e+09,0,0,0.156457
1.73079e+09,0,0,0.156457
1.73079e+09,0,0,0.497489
1.73079e+09,0,0,0.497489
1.73079e+09,0,0,0.497489
1.73079e+09,0,0,0.497489
1.73079e+09,0,0,0.229007
1.73079e+09,0,0,0.229007
1.73079e+09,0,0,0.229007
1.73079e+09,0,0,0.494657
1.73079e+09,0,0,0.494657
1.73079e+09,0,0,0.494657
1.73079e+09,0,0,0.63575
1.73079e+09,0,0,0.63575
1.73079e+09,0,0,0.63575
1.73079e+09,0,0,0.63575
1.73079e+09,0,0,0.381467
1.73079e+09,0,0,0.381467
1.73079e+09,0,0,0.381467
1.73079e+09,0,0,0.0396149
1.73079e+09,0,0,0.0396149
1.73079e+09,0,0,0.0396149
1.73079e+09,0,0,0.276546
1.73079e+09,0,0,0.276546
1.73079e+09,0,0,0.276546
1.73079e+09,0,0,0.588646
1.73079e+09,0,0,0.588646
1.73079e+09,0,0,0.588646
1.73079e+09,0,0,0.588646
1.73079e+09,0,0,0.218942
1.73079e+09,0,0,0.218942
1.73079e+09,0,0,0.218942
1.73079e+09,0,0,0.190801
1.73079e+09,0,0,0.190801
1.73079e+09,0,0,0.190801
1.73079e+09,0,0,0.0580289
1.73079e+09,0,0,0.0580289
1.73079e+09,0,0,0.0580289
1.73079e+09,0,0,0.0580289
1.73079e+09,0,0,0.101764
1.73079e+09,0,0,0.101764
1.73079e+09,0,0,0.101764
1.73079e+09,0,0,0.0071056
1.73079e+09,0,0,0.0071056
1.73079e+09,0,0,0.0071056
1.73079e+09,0,0,0.0841104
1.73079e+09,0,0,0.0841104
1.73079e+09,0,0,0.0841104
1.73079e+09,0,0,0.0841104
1.73079e+09,0,0,0.348638
1.73079e+09,0,0,0.348638
1.73079e+09,0,0,0.348638
1.73079e+09,0,0,0.135869
1.73079e+09,0,0,0.135869
1.73079e+09,0,0,0.135869
1.73079e+09,0,0,0.0272715
1.73079e+09,0,0,0.0272715
1.73079e+09,0,0,0.0272715
1.73079e+09,0,0,0.15312
1.73079e+09,0,0,0.15312
1.73079e+09,0,0,0.15312
1.73079e+09,0,0,0.15312
1.73079e+09,0,0,0.308391
1.73079e+09,0,0,0.308391
1.73079e+09,0,0,0.308391
1.73079e+09,0,0,0.039162
1.73079e+09,0,0,0.039162
1.73079e+09,0,0,0.039162
1.73079e+09,0,0,0.577165
1.73079e+09,0,0,0.577165
1.73079e+09,0,0,0.577165
1.73079e+09,0,0,0.577165
1.73079e+09,0,0,0.56105
1.73079e+09,0,0,0.56105
1.73079e+09,0,0,0.56105
1.73079e+09,0,0,0.0551424
1.73079e+09,0,0,0.0551424
1.73079e+09,0,0,0.0551424
1.73079e+09,0,0,0.498265
1.73079e+09,0,0,0.498265
1.73079e+09,0,0,0.498265
1.73079e+09,0,0,0.498265
1.73079e+09,0,0,0.00811952
1.73079e+09,0,0,0.00811952
1.73079e+09,0,0,0.00811952
1.73079e+09,0,0,0.0485366
1.73079e+09,0,0,0.0485366
1.73079e+09,0,0,0.0485366
1.73079e+09,0,0,0.0631184
1.73079e+09,0,0,0.0631184
1.73079e+09,0,0,0.0631184
1.73079e+09,0,0,0.287677
1.73079e+09,0,0,0.287677
1.73079e+09,0,0,0.287677
1.73079e+09,0,0,0.287677
1.73079e+09,0,0,0.186967
1.73079e+09,0,0,0.186967
1.73079e+09,0,0,0.186967
1.73079e+09,0,0,0.260138
1.73079e+09,0,0,0.260138
1.73079e+09,0,0,0.260138
1.73079e+09,0,0,0.0398045
1.73079e+09,0,0,0.0398045
1.73079e+09,0,0,0.0398045
1.73079e+09,0,0,0.0398045
1.73079e+09,0,0,0.301615
1.73079e+09,0,0,0.301615
1.73079e+09,0,0,0.301615
1.73079e+09,0,0,0.177293
1.73079e+09,0,0,0.177293
1.73079e+09,0,0,0.177293
1.73079e+09,0,0,0.253366
1.73079e+09,0,0,0.253366
1.73079e+09,0,0,0.253366
1.73079e+09,0,0,0.253366
1.73079e+09,0,0,0.133336
1.73079e+09,0,0,0.133336
1.73079e+09,0,0,0.133336
1.73079e+09,0,0,0.268857
1.73079e+09,0,0,0.268857
1.73079e+09,0,0,0.268857
1.73079e+09,0,0,0.318962
1.73079e+09,0,0,0.318962
1.73079e+09,0,0,0.318962
1.73079e+09,0,0,0.102211
1.73079e+09,0,0,0.102211
1.73079e+09,0,0,0.102211
1.73079e+09,0,0,0.102211
1.73079e+09,0,0,0.397592
1.73079e+09,0,0,0.397592
1.73079e+09,0,0,0.397592
1.73079e+09,0,0,0.683656
1.73079e+09,0,0,0.683656
1.73079e+09,0,0,0.683656
1.73079e+09,0,0,0.112707
1.73079e+09,0,0,0.112707
1.73079e+09,0,0,0.112707
1.73079e+09,0,0,0.112707
1.73079e+09,0,0,0.251401
1.73079e+09,0,0,0.251401
1.73079e+09,0,0,0.251401
1.73079e+09,0,0,0.304532
1.73079e+09,0,0,0.304532
1.73079e+09,0,0,0.304532
1.73079e+09,0,0,0.164834
1.73079e+09,0,0,0.164834
1.73079e+09,0,0,0.164834
1.73079e+09,0,0,0.164834
1.73079e+09,0,0,0.0800733
1.73079e+09,0,0,0.0800733
1.73079e+09,0,0,0.0800733
1.73079e+09,0,0,0.36522
1.73079e+09,0,0,0.36522
1.73079e+09,0,0,0.36522
1.73079e+09,0,0,0.129072
1.73079e+09,0,0,0.129072
1.73079e+09,0,0,0.129072
1.73079e+09,0,0,0.209974
1.73079e+09,0,0,0.209974
1.73079e+09,0,0,0.209974
1.73079e+09,0,0,0.209974
1.73079e+09,0,0,0.380166
1.73079e+09,0,0,0.380166
1.73079e+09,0,0,0.380166
1.73079e+09,0,0,0.0783154
1.73079e+09,0,0,0.0783154
1.73079e+09,0,0,0.0783154
1.73079e+09,0,0,0.249388
1.73079e+09,0,0,0.249388
1.73079e+09,0,0,0.249388
1.73079e+09,0,0,0.249388
1.73079e+09,0,0,0.419403
1.73079e+09,0,0,0.419403
1.73079e+09,0,0,0.419403
1.73079e+09,0,0,0.204926
1.73079e+09,0,0,0.204926
1.73079e+09,0,0,0.204926
1.73079e+09,0,0,0.162431
1.73079e+09,0,0,0.162431
1.73079e+09,0,0,0.162431
1.73079e+09,0,0,0.162431
1.73079e+09,0,0,0.212051
1.73079e+09,0,0,0.212051
1.73079e+09,0,0,0.212051
1.73079e+09,0,0,0.00107059
1.73079e+09,0,0,0.00107059
1.73079e+09,0,0,0.00107059
1.73079e+09,0,0,0.0879505
1.73079e+09,0,0,0.0879505
1.73079e+09,0,0,0.0879505
1.73079e+09,0,0,0.316117
1.73079e+09,0,0,0.316117
1.73079e+09,0,0,0.316117
1.73079e+09,0,0,0.316117
1.73079e+09,0,0,0.0242973
1.73079e+09,0,0,0.0242973
1.73079e+09,0,0,0.0242973
1.73079e+09,0,0,0.247604
1.73079e+09,0,0,0.247604
1.73079e+09,0,0,0.247604
1.73079e+09,0,0,0.0990587
1.73079e+09,0,0,0.0990587
1.73079e+09,0,0,0.0990587
1.73079e+09,0,0,0.0990587
1.73079e+09,0,0,0.108613
1.73079e+09,0,0,0.108613
1.73079e+09,0,0,0.108613
1.73079e+09,0,0,0.00575616
1.73079e+09,0,0,0.00575616
1.73079e+09,0,0,0.00575616
1.73079e+09,0,0,0.627528
1.73079e+09,0,0,0.627528
1.73079e+09,0,0,0.627528
1.73079e+09,0,0,0.627528
1.73079e+09,0,0,0.531022
1.73079e+09,0,0,0.531022
1.73079e+09,0,0,0.531022
1.73079e+09,0,0,0.412938
1.73079e+09,0,0,0.412938
1.73079e+09,0,0,0.412938
1.73079e+09,0,0,0.307637
1.73079e+09,0,0,0.307637
1.73079e+09,0,0,0.307637
1.73079e+09,0,0,0.0940158
1.73079e+09,0,0,0.0940158
1.73079e+09,0,0,0.0940158
1.73079e+09,0,0,0.0940158
1.73079e+09,0,0,0.143245
1.73079e+09,0,0,0.143245
1.73079e+09,0,0,0.143245
1.73079e+09,0,0,0.00765834
1.73079e+09,0,0,0.00765834
1.73079e+09,0,0,0.00765834
1.73079e+09,0,0,0.224914
1.73079e+09,0,0,0.224914
1.73079e+09,0,0,0.224914
1.73079e+09,0,0,0.224914
