LanePointX,LanePointY
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646000,0.000000
-1.646009,0.000000
-1.645997,0.000000
-1.645989,0.000000
-1.645984,0.000000
-1.645976,0.000000
-1.645966,0.000000
-1.645947,0.000000
-1.645921,0.000000
-1.645880,0.000000
-1.645826,0.000000
-1.645752,0.000000
-1.645659,0.000000
-1.645541,0.000000
-1.645398,0.000000
-1.645224,0.000000
-1.645021,0.000000
-1.644780,0.000000
-1.644505,0.000000
-1.644187,0.000000
-1.643827,0.000000
-1.643420,0.000000
-1.642967,0.000000
-1.642459,0.000000
-1.641901,0.000000
-1.641281,0.000000
-1.640607,0.000000
-1.639864,0.000000
-1.639062,0.000000
-1.638188,0.000000
-1.637241,0.000000
-1.637241,0.000000
-1.635132,0.000000
-1.635132,0.000000
-1.633950,0.000000
-1.632700,0.000000
-1.631352,0.000000
-1.629930,0.000000
-1.628403,0.000000
-1.626798,0.000000
-1.625081,0.000000
-1.623274,0.000000
-1.621364,0.000000
-1.619361,0.000000
-1.617230,0.000000
-1.615009,0.000000
-1.612656,0.000000
-1.610207,0.000000
-1.607629,0.000000
-1.604931,0.000000
-1.602107,0.000000
-1.599161,0.000000
-1.596080,0.000000
-1.592869,0.000000
-1.589526,0.000000
-1.586044,0.000000
-1.582425,0.000000
-1.578659,0.000000
-1.574736,0.000000
-1.570669,0.000000
-1.566451,0.000000
-1.562084,0.000000
-1.557555,0.000000
-1.552869,0.000000
-1.547993,0.000000
-1.543006,0.000000
-1.537791,0.000000
-1.532460,0.000000
-1.526929,0.000000
-1.521221,0.000000
-1.515349,0.000000
-1.503132,0.000000
-1.496792,0.000000
-1.490309,0.000000
-1.490309,0.000000
-1.476924,0.000000
-1.476924,0.000000
-1.470036,0.000000
-1.463026,0.000000
-1.455897,0.000000
-1.448663,0.000000
-1.441319,0.000000
-1.433876,0.000000
-1.426338,0.000000
-1.418712,0.000000
-1.403211,0.000000
-1.403211,0.000000
-1.395349,0.000000
-1.387409,0.000000
-1.379422,0.000000
-1.371380,0.000000
-1.363229,0.000000
-1.355138,0.000000
-1.346920,0.000000
-1.338753,0.000000
-1.330509,0.000000
-1.322203,0.000000
-1.313980,0.000000
-1.305649,0.000000
-1.297388,0.000000
-1.289053,0.000000
